Item_name,Warranty Period(Years),Screen Size,Cpu,Ram,Gpu,OpSys,Weight,Price,Label of Model,Label number,Category
Lenovo Thinkpad X270 Ultrabook,1,12.5,C,16,R,WI,1.36,139417,Dell New XPS 13 XPS 9425,12,Programmer
Razer Blade Stealth Ultrabook,1,12.5,C,16,S,WI,1.29,139494,Dell New XPS 13 XPS 9433,12,Programmer
HP EliteBook x360 2 in 1 Convertible,1,13.3,B,4,S,WI,1.28,139494,Dell New XPS 13 XPS 9434,12,Programmer
Lenovo Yoga 900-13ISK 2 in 1 Convertible,2,13.3,C,16,S,WI,1.3,139494,Dell New XPS 13 XPS 9436,12,Programmer
Microsoft Surface Laptop Ultrabook,1,13.5,C,8,S,WI,1.25,139494,Dell New XPS 13 XPS 9437,12,Programmer
Lenovo ThinkPad T470s Ultrabook,2,14,B,8,S,WI,1.32,139494,Dell New XPS 13 XPS 9435,12,Programmer
Samsung Notebook 9 2 in 1 Convertible,1,15,C,16,R,WI,1.71,139494,Dell New XPS 13 XPS 9426,12,Programmer
Asus Rog GL553VE-DS74 Gaming,1,15.6,D,16,S,WI,2.5,139494,Dell New XPS 13 XPS 9427,12,Programmer
MSI GE63VR 7RE Gaming,3,15.6,D,16,S,WI,2.4,139494,Dell New XPS 13 XPS 9429,12,Programmer
Asus Q534UX-BHI7T19 (i7-7500U/16GB/2TB 2 in 1 Convertible,3,15.6,C,16,S,WI,2.3,139494,Dell New XPS 13 XPS 9431,12,Programmer
HP Omen 15-ce006nv Gaming,1,17.3,D,12,S,WI,2.62,139494,Dell New XPS 13 XPS 9428,12,Programmer
Asus Rog GL702VM-GC017T Gaming,2,17.3,C,16,S,WI,2.73,139494,Dell New XPS 13 XPS 9430,12,Programmer
Asus ROG G752VSK-GC493T Gaming,1,17.3,D,16,S,WI,4.3,139494,Dell New XPS 13 XPS 9432,12,Programmer
Apple MacBook Pro Ultrabook,1,13.3,B,8,S,MA,1.37,139851,Dell New XPS 13 XPS 9438,12,Programmer
Dell XPS 15 Notebook,1,15.6,D,8,S,WI,2,141123,Dell New XPS 13 XPS 9439,12,Programmer
Lenovo ThinkPad Yoga 2 in 1 Convertible,3,13.3,B,8,S,WI,1.37,141511,Dell New XPS 13 XPS 9440,12,Programmer
Dell XPS 15 Notebook,1,15.6,D,8,T,WI,2,141821,Dell New XPS 13 XPS 9441,12,Programmer
Dell Latitude 7390 Ultrabook,1,13.3,B,8,S,WI,1.42,142817,Dell New XPS 13 XPS 9442,12,Programmer
Dell Inspiron 7577 Gaming,1,15.6,D,16,S,WI,2.65,143061,Dell New XPS 13 XPS 9443,12,Programmer
Lenovo Yoga 920-13IKB 2 in 1 Convertible,1,13.9,C,16,R,WI,1.4,143371,Dell New XPS 13 XPS 9444,12,Programmer
Lenovo Yoga 920-13IKB 2 in 1 Convertible,1,13.9,C,8,R,WI,1.37,143371,Dell New XPS 13 XPS 9445,12,Programmer
Samsung Notebook 9 Ultrabook,2,15,C,16,R,WI,1.23,143371,Dell New XPS 13 XPS 9446,12,Programmer
Lenovo ThinkPad P51s Workstation,1,15.6,C,16,T,WI,2.18,143837,Dell New XPS 13 XPS 9447,12,Programmer
Lenovo Thinkpad T460s Ultrabook,1,14,C,12,S,WI,1.4,144069,Dell New XPS 13 XPS 9448,12,Programmer
Dell Latitude 7280 Ultrabook,1,12.5,C,16,T,WI,1.18,144147,Dell New XPS 13 XPS 9450,12,Programmer
Lenovo Thinkpad T470s Ultrabook,1,14,C,8,T,WI,1.32,144147,Dell New XPS 13 XPS 9449,12,Programmer
HP ZBook 17 Workstation,1,17.3,C,8,S,WI,3.14,144301,Dell New XPS 13 XPS 9451,12,Programmer
Toshiba Tecra X40-D-10H Ultrabook,3,14,C,16,S,WI,1.24,144612,Dell New XPS 13 XPS 9452,12,Programmer
Microsoft Surface Laptop Ultrabook,1,13.5,C,8,S,WI,1.252,144833,Dell New XPS 13 XPS 9453,12,Programmer
Dell XPS 13 Ultrabook,1,13.3,C,16,S,WI,1.2,144922,Dell New XPS 13 XPS 9454,12,Programmer
Dell XPS 13 Ultrabook,1,13.3,B,8,S,WI,1.23,144922,Dell New XPS 13 XPS 9455,12,Programmer
HP EliteBook 840 Ultrabook,1,14,C,8,S,WI,1.54,145000,Dell New XPS 13 XPS 9456,12,Programmer
Asus Zenbook 3 Ultrabook,1,14,C,8,S,WI,1.1,145232,Dell New XPS 13 XPS 9457,12,Programmer
Lenovo ThinkPad X1 Ultrabook,3,14,B,8,S,WI,1.13,145388,Dell New XPS 13 XPS 9458,12,Programmer
Toshiba Portege Z30T-C-133 Ultrabook,1,13.3,C,16,S,WI,1.36,145543,Dell New XPS 13 XPS 9459,12,Programmer
MSI GE73VR 7RE Gaming,1,17.3,D,16,S,WI,2.8,146551,Dell New XPS 13 XPS 9460,12,Programmer
MSI GS43VR 7RE Gaming,1,14,D,16,S,WI,1.6,146628,Dell New XPS 13 XPS 9461,12,Programmer
Dell XPS 13 2 in 1 Convertible,1,13.3,C,8,S,WI,1.24,147248,Dell New XPS 13 XPS 9463,12,Programmer
Dell XPS 13 2 in 1 Convertible,3,13.3,C,16,S,WI,1.22,147248,Dell New XPS 13 XPS 9464,12,Programmer
LG Gram 14Z970 Ultrabook,1,14,C,8,S,WI,0.98,147248,Dell New XPS 13 XPS 9465,12,Programmer
Asus Rog GL502VM-DS74 Gaming,2,15.6,D,16,S,WI,2.1,147248,Dell New XPS 13 XPS 9462,12,Programmer
Lenovo Yoga 2-15IKB 2 in 1 Convertible,1,15.6,D,16,S,WI,2,147248,Dell New XPS 13 XPS 9466,12,Programmer
Dell XPS 15 Notebook,1,15.6,D,16,S,WI,2.06,147248,Dell New XPS 13 XPS 9467,12,Programmer
Asus ZenBook 3 Ultrabook,1,14,C,16,S,WI,1.1,147326,Dell New XPS 13 XPS 9469,12,Programmer
HP EliteBook 850 Notebook,1,15.6,B,8,S,WI,1.84,147326,Dell New XPS 13 XPS 9468,12,Programmer
Lenovo ThinkPad T470p Ultrabook,3,14,D,8,T,WI,1.96,147559,Dell New XPS 13 XPS 9470,12,Programmer
HP EliteBook Folio Netbook,3,12.5,D,8,S,WI,0.97,147946,Dell New XPS 13 XPS 9472,12,Programmer
HP ZBook 17 Workstation,1,17.3,D,8,S,WI,3.14,147946,Dell New XPS 13 XPS 9471,12,Programmer
Lenovo ThinkPad P51 Workstation,1,15.6,D,8,S,WI,2.67,149265,Dell New XPS 13 XPS 9473,12,Programmer
Acer Predator 17 Gaming,3,17.3,C,16,T,WI,4.2,150040,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
Lenovo Thinkpad T470p Ultrabook,1,14,D,8,T,WI,1.7,150660,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
Dell XPS 13 Ultrabook,1,13.3,C,8,T,WI,1.21,151125,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
Asus Zenbook UX390UA Ultrabook,3,12.5,C,16,S,WI,0.91,151203,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
Lenovo ThinkPad Yoga 2 in 1 Convertible,2,13.3,C,8,S,WI,1.37,151203,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
Apple MacBook Pro Ultrabook,1,13.3,C,8,S,MA,1.37,151893,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
Dell Latitude E7470 Ultrabook,3,14,C,8,S,WI,1.5,152209,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
Lenovo ThinkPad T570 Notebook,1,15.6,B,8,S,WI,1.95,152210,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
HP EliteBook 1030 Ultrabook,1,13.3,D,16,S,WI,1.16,152366,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
Lenovo ThinkPad Yoga 2 in 1 Convertible,1,13.3,C,8,T,WI,1.37,152754,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
HP EliteBook x360 2 in 1 Convertible,1,13.3,C,16,S,WI,1.28,153142,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
Dell Precision 3520 Workstation,1,15.6,C,16,T,WI,2.17,153142,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
Toshiba Tecra Z50-C-140 Notebook,3,15.6,C,16,T,WI,2.4,153142,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
Asus ZenBook Pro Ultrabook,1,15.6,D,16,T,WI,1.8,153762,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
Dell Precision 3520 Workstation,1,15.6,D,8,T,WI,2.23,154537,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
HP Spectre x360 2 in 1 Convertible,1,13.3,C,8,T,WI,1.29,155002,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
HP Omen 17-w207nv Gaming,1,17.3,D,12,T,WI,3.35,155002,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
Dell XPS 13 2 in 1 Convertible,1,13.3,C,8,S,WI,1.24,156096,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
HP EliteBook Folio Ultrabook,1,12.5,D,8,S,WI,0.97,156166,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
Lenovo ThinkPad Yoga 2 in 1 Convertible,1,13.3,C,8,T,WI,1.37,157019,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
Dell XPS 15 Notebook,1,15.6,D,16,S,WI,2.06,157206,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
MSI GE72MVR 7RG Gaming,1,17.3,D,16,T,WI,2.9,157329,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
Apple MacBook Pro Ultrabook,1,13.3,B,8,T,MA,1.37,158182,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
Dell Alienware 17 Notebook,1,17.3,D,8,T,WI,4.42,158647,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
Lenovo ThinkPad X1 Ultrabook,3,14,C,8,T,WI,1.13,158879,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
Asus Rog Strix Gaming,3,17.3,D,16,T,WI,2.73,158949,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
Dell Alienware 15 Gaming,1,15.6,C,16,T,WI,3.21,159035,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
HP ZBook 17 Workstation,1,15.6,D,8,T,WI,3.14,160112,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
Lenovo Thinkpad P51 Notebook,1,15.6,D,8,T,WI,2.67,162059,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
MSI GS63VR 7RF Gaming,3,15.6,D,16,T,WI,1.8,162406,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
Lenovo Yoga 920-13IKB 2 in 1 Convertible,1,13.9,C,16,T,WI,1.4,162756,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
Lenovo Thinkpad X1 Ultrabook,1,14,C,16,S,WI,1.1,162756,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
LG Gram 15Z970 Ultrabook,1,15.6,C,16,S,WI,1.08,162756,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
MSI GE63VR 7RF Gaming,1,15.6,D,16,T,WI,2.8,162756,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
Asus Rog GL702VS-GC095T Gaming,1,17.3,D,16,T,WI,2.9,164540,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
Dell Precision 5520 Workstation,1,15.6,C,8,T,WI,2,165548,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
Apple MacBook Pro Ultrabook,1,15.4,C,16,T,MA,2.04,165933,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
Google Pixelbook (Core Ultrabook,1,12.3,C,16,S,CH,1.1,170510,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
MSI Laptop MSI Gaming,1,17.3,C,16,S,WI,4.14,170510,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
Asus Rog Strix Gaming,1,17.3,D,16,S,WI,3.25,170510,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
Dell XPS 13 Ultrabook,3,13.3,C,16,T,WI,1.29,173690,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
MSI GS63VR 7RG Gaming,1,15.6,D,16,T,WI,1.8,173806,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
HP ZBook Studio Workstation,1,15.6,C,8,S,WI,2,174387,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
MSI GE73VR 7RF Gaming,1,17.3,D,16,T,WI,2.8,174387,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
MSI GT62VR 7RE Gaming,1,15.6,D,16,T,WI,2.94,175850,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
HP EliteBook x360 2 in 1 Convertible,2,13.3,B,8,S,WI,1.28,176559,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
Lenovo Thinkpad X1 Ultrabook,1,14,C,8,T,WI,1.13,176946,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
Lenovo ThinkPad T470s Ultrabook,1,14,C,16,T,WI,1.7,178264,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
LG Gram 15Z975 Ultrabook,3,15.6,C,8,S,WI,1.09,178264,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
MSI GS63VR 7RF Gaming,1,15.6,D,16,T,WI,1.8,178264,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
Acer Predator G9-793 Gaming,1,17.3,D,16,T,WI,4.2,178264,Alienware Gaming AW17R5-7405SLV-PUS,13,Gamer
Lenovo ThinkPad X1 2 in 1 Convertible,1,14,B,8,T,WI,1.42,180668,New Alienware M 15,14,Gamer
Dell Precision 3520 Workstation,1,15.6,C,16,T,WI,2.17,181289,New Alienware M 15,14,Gamer
MSI GT80S 6QE Gaming,1,17.3,C,16,T,WI,4.5,182141,New Alienware M 15,14,Gamer
Asus Rog G752VS-BA171T Gaming,1,17.3,C,16,T,WI,4.3,182219,New Alienware M 15,14,Gamer
Lenovo Thinkpad P50 Notebook,1,15.6,C,16,T,WI,2.5,183770,New Alienware M 15,14,Gamer
Lenovo ThinkPad T470s Ultrabook,1,14,C,24,T,WI,1.32,184700,New Alienware M 15,14,Gamer
Dell XPS 15 Notebook,1,15.6,D,16,S,WI,2.06,185863,New Alienware M 15,14,Gamer
Dell XPS 15 Notebook,1,15.6,D,16,S,WI,2.06,186018,New Alienware M 15,14,Gamer
Dell Precision M5520 Workstation,1,15.6,D,8,T,WI,1.78,186716,New Alienware M 15,14,Gamer
MSI GE72MVR 7RG Gaming,1,17.3,D,16,T,WI,2.9,187259,New Alienware M 15,14,Gamer
Apple MacBook Pro Ultrabook,3,15.6,D,16,T,WI,2.6,187569,New Alienware M 15,14,Gamer
Asus Rog GL702VS-BA023T Gaming,2,17.3,D,16,T,WI,2.9,187569,New Alienware M 15,14,Gamer
Apple MacBook Pro Ultrabook,1,15.4,C,16,T,MA,1.83,189195,New Alienware M 15,14,Gamer
Lenovo Thinkpad T570 Workstation,1,15.6,C,16,R,WI,2.3,189585,New Alienware M 15,14,Gamer
HP Spectre x360 2 in 1 Convertible,1,13.3,C,16,T,WI,1.29,189895,New Alienware M 15,14,Gamer
Lenovo Thinkpad P51 Notebook,1,15.6,D,16,T,WI,2.5,189895,New Alienware M 15,14,Gamer
MSI GS73VR 7RG Gaming,3,17.3,D,16,T,WI,2.43,189895,New Alienware M 15,14,Gamer
Lenovo ThinkPad X1 Ultrabook,1,14,C,16,T,WI,1.14,189973,New Alienware M 15,14,Gamer
Dell Alienware 17 Gaming,1,17.3,D,16,T,WI,4.42,190465,New Alienware M 15,14,Gamer
Dell XPS 13 Ultrabook,1,13.3,C,16,T,WI,1.21,193772,New Alienware M 15,14,Gamer
Lenovo ThinkPad X1 2 in 1 Convertible,1,14,C,16,S,WI,1.36,193772,New Alienware M 15,14,Gamer
Lenovo Thinkpad X1 Ultrabook,1,14,C,8,T,WI,1.13,193772,New Alienware M 15,14,Gamer
MSI GT73EVR 7RE Gaming,1,17.3,D,16,T,WI,4.14,193772,New Alienware M 15,14,Gamer
Dell Alienware 17 Gaming,1,17.3,D,16,T,WI,4.36,194239,New Alienware M 15,14,Gamer
Lenovo ThinkPad X1 2 in 1 Convertible,1,14,C,16,T,WI,1.42,194548,New Alienware M 15,14,Gamer
Apple MacBook Pro Ultrabook,1,15.4,C,16,T,MA,1.83,196754,New Alienware M 15,14,Gamer
HP EliteBook x360 2 in 1 Convertible,1,13.3,C,8,T,WI,1.28,198425,New Alienware M 15,14,Gamer
Microsoft Surface Laptop Ultrabook,1,13.5,C,16,T,WI,1.25,200751,New Alienware M 15,14,Gamer
Lenovo ThinkPad X1 2 in 1 Convertible,1,14,C,8,T,WI,1.42,200829,New Alienware M 15,14,Gamer
Razer Blade Pro Gaming,1,14,D,16,T,WI,1.95,201526,New Alienware M 15,14,Gamer
Lenovo Thinkpad X1 Ultrabook,1,14,C,16,T,WI,1.13,203543,New Alienware M 15,14,Gamer
Dell XPS 15 Notebook,1,15.6,D,32,T,WI,2.06,204628,New Alienware M 15,14,Gamer
MSI GS73VR Stealth Gaming,3,17.3,C,16,T,WI,2.43,205403,New Alienware M 15,14,Gamer
Lenovo IdeaPad Y910-17ISK Gaming,1,17.3,C,32,T,WI,4.6,206489,New Alienware M 15,14,Gamer
Dell Alienware 17 Gaming,1,17.3,D,16,T,WI,4.42,209280,New Alienware M 15,14,Gamer
Dell Precision M5520 Workstation,1,15.6,D,8,T,WI,1.78,210288,New Alienware M 15,14,Gamer
MSI GT73VR Titan Gaming,1,17.3,D,16,T,WI,4.14,211607,New Alienware M 15,14,Gamer
Dell Alienware 17 Gaming,3,17.3,C,16,T,WI,4.36,213855,New Alienware M 15,14,Gamer
Dell Alienware 15 Gaming,1,15.6,D,16,T,WI,3.21,215145,New Alienware M 15,14,Gamer
Toshiba Portege X30-D-10L Ultrabook,1,13.3,C,32,R,WI,1.05,217034,New Alienware M 15,14,Gamer
Dell Alienware 17 Gaming,1,17.3,D,16,T,WI,4.42,217034,New Alienware M 15,14,Gamer
Asus ROG G701VI Gaming,1,17.3,C,32,T,WI,3.8,217034,New Alienware M 15,14,Gamer
MSI GT80S 6QF-074US Gaming,1,18.4,C,32,T,WI,4.4,217034,New Alienware M 15,14,Gamer
Dell Alienware 17 Gaming,1,17.3,C,32,T,WI,4.42,217112,New Alienware M 15,14,Gamer
Dell Alienware 15 Gaming,3,15.6,D,16,T,WI,3.49,218178,New Alienware M 15,14,Gamer
Lenovo Thinkpad Yoga 2 in 1 Convertible,1,14,C,16,T,WI,1.42,218973,New Alienware M 15,14,Gamer
Apple MacBook Pro Ultrabook,1,15.4,C,16,T,MA,1.83,221609,New Alienware M 15,14,Gamer
Dell Alienware 17 Gaming,1,15.6,D,16,T,WI,4.42,222461,New Alienware M 15,14,Gamer
Dell Precision 72 Workstation,1,17.3,D,16,T,WI,3.42,223692,New Alienware M 15,14,Gamer
Razer Blade Pro Gaming,1,14,D,16,T,WI,1.95,224788,New Alienware M 15,14,Gamer
Asus ROG Zephyrus Gaming,1,15.6,D,24,T,WI,2.24,230139,New Alienware M 15,14,Gamer
Lenovo Thinkpad P71 Notebook,1,17.3,D,8,T,WI,3.4,232542,New Alienware M 15,14,Gamer
Asus Rog G701VIK-BA060T Gaming,1,17.3,D,16,T,WI,3.6,232542,New Alienware M 15,14,Gamer
Dell Alienware 17 Gaming,1,17.3,D,16,T,WI,4.42,233610,New Alienware M 15,14,Gamer
Dell Precision 7520 Workstation,1,15.6,D,16,T,WI,2.8,236885,New Alienware M 15,14,Gamer
Dell Alienware 17 Gaming,3,17.3,D,32,T,WI,4.42,238272,New Alienware M 15,14,Gamer
HP Elitebook Folio Ultrabook,1,12.5,D,8,S,WI,1.09,240374,New Alienware M 15,14,Gamer
Dell Alienware 17 Gaming,1,17.3,D,32,T,WI,4.42,244047,New Alienware M 15,14,Gamer
Dell Alienware 17 Gaming,1,17.3,D,32,T,WI,4.42,244173,New Alienware M 15,14,Gamer
Dell Alienware 17 Gaming,2,17.3,D,16,T,WI,4.36,244561,New Alienware M 15,14,Gamer
Lenovo Thinkpad P51s Workstation,1,15.6,C,16,T,WI,2.5,255804,New Alienware M 15,14,Gamer
Dell Alienware 17 Gaming,1,17.3,D,32,T,WI,4.42,278276,New Alienware M 15,14,Gamer
Asus ROG G703VI-E5062T Gaming,1,17.3,D,32,T,WI,4.7,301631,New Alienware M 15,14,Gamer
HP Zbook 17 Workstation,1,17.3,D,16,T,WI,3,340323,New Alienware M 15,14,Gamer
Lenovo Thinkpad P51 Notebook,1,15.6,D,32,T,WI,2.5,379868,New Alienware M 15,14,Gamer
Razer Blade Pro Gaming,1,17.3,D,32,T,WI,3.49,426392,New Alienware M 15,14,Gamer
Razer Blade Pro Gaming,1,17.3,D,32,T,WI,3.49,472916,New Alienware M 15,14,Gamer
Asus Vivobook E200HA Netbook,1,11.6,A,2,P,WI,0.98,j,Dell Inspiron 3565 Laptop,1,Home User
